station,latitude,longitude,river,RPI,DO(Electrode),BOD5,SS,NH3-N,pH,temperature,RPI_unit,DO(Electrode)_unit,BOD5_unit,SS_unit,NH3-N_unit,pH_unit,temperature_unit
WIDNR_WQX-10052013,42.995596,-88.979412,Unnamed (809700) Lake Ripley Inlet,,16.3,,6.00,,8.4,18.4,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10052211,43.528103,-88.092958,Stoney Creek at Lynn Preserve,,,,,,,,,,,,,,
WIDNR_WQX-10052230,45.379242,-88.928757,Crystal Lake - Staff Gage 2019,,,,,,,,,,,,,,
WIDNR_WQX-10052329,43.403247,-88.546985,Neda Creek at Downer Road,,11.5,,,,,21,,mg/L,,,,,deg C
WIDNR_WQX-10052330,43.413848,-88.517676,Lentz Creek at West Iowa Road,,12,,,,,26,,mg/L,,,,,deg C
WIDNR_WQX-10052331,43.403382,-88.561483,Oliver Creek at Private Drive off Strange Rd,,,,,,,,,,,,,,
WIDNR_WQX-10052332,43.372133,-88.519064,Woodland Creek at CTH WS,,,,,,,,,,,,,,
WIDNR_WQX-10052393,42.562089,-89.450567,OK Creek at Mill Road,,,,,,,,,,,,,,
WIDNR_WQX-10052403,44.069077,-91.638703,Mertes4,,12.32,,7.75,,8.37,21.09,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10052425,43.022152,-88.910836,Rock Creek at Hope Lake Road,,,,,,,,,,,,,,
WIDNR_WQX-10052434,45.380228,-89.207796,Summit Lake - Staff Gauge,,,,,,,,,,,,,,
WIDNR_WQX-10052454,43.01769,-88.441488,Scuppernong Creek at UW Field Station,,10,,,,,12.8,,mg/L,,,,,deg C
WIDNR_WQX-10052467,43.109998,-90.074712,Unnamed Trib. WBIC 1241700 100 feet DS Degen Driveway,,,,,,,16.0,,,,,,,deg C
WIDNR_WQX-10052470,42.664653,-88.649411,Turtle Creek @ Dam Road,,8.42,,,,,19.2,,mg/L,,,,,deg C
WIDNR_WQX-10052490,43.498649,-91.025943,South Fork Bad Axe River US Horby Creek Confluence,,11.3,,,,,14.6,,mg/L,,,,,deg C
WIDNR_WQX-10052491,43.498315,-91.026241,Hornby Creek US Confluence South Fork Bad Axe River,,12.4,,,,,14.6,,mg/L,,,,,deg C
WIDNR_WQX-10052502,46.696007,-91.849782,Lake Superior - W. of Amnicon (Station 10052502),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052503,46.718651,-91.723877,Lake Superior - W. of Bardon Cr (Station 10052503),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052504,46.731178,-91.672397,Lake Superior - E. of Pearson Cr. Station (10052504),,,,3.00,,,,,,,mg/L,,,
WIDNR_WQX-10052505,46.759118,-91.571305,Lake Superior - W. of Douglas Co Line (Station 10052505),,,,2.60,,,,,,,mg/L,,,
WIDNR_WQX-10052510,46.796632,-91.370615,Lake Superior - E. of Flag River Station (10052510),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052511,46.832767,-91.294279,Lake Superior - Block 11 (Station 10052511),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052512,46.850465,-91.1902,Lake Superior - Bark Bay W of Bark R (Station 10052512),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052513,46.859052,-91.115293,Lake Superior - Siskiwit Bay (Station 10052513),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052514,46.837348,-91.262217,Lake Superior - Cranberry River (Station 10052514),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10052569,43.099127,-90.819686,Unnamed (5035112) at Spring,,,,,,,20.5,,,,,,,deg C
WIDNR_WQX-10052573,46.107368,-90.176877,Sand Lake - Deep Hole,,,,,,,21.166666666666664,,,,,,,deg C
WIDNR_WQX-10052587,46.771188,-91.483817,Lake Superior - E Iron River (Station 10052587),,,,2.17,,,,,,,mg/L,,,
WIDNR_WQX-10052641,46.061902,-89.483383,Irving Lake Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10052650,43.840875,-88.895706,Unnamed Tributary to Silver Creek DS Brooklyn G Rd and 4th Inline Pond (WBIC 5026724),,8,,,,8,22,,mg/L,,,,,deg C
WIDNR_WQX-10052670,43.163822,-90.879991,Unnamed (5034616) at Kickapoo Valley Road,,,,11.2,,,,,,,mg/L,,,
WIDNR_WQX-10052698,43.779618,-89.047096,Green Lake - Dodge Park Beach Reference Site,,,,,,,,,,,,,,
WIDNR_WQX-10052841,45.994399,-88.982179,Kentuck Creek near Boardwalk on USFS Property,,12.0,,,,,25.0,,mg/L,,,,,deg C
WIDNR_WQX-10052951,46.227168,-89.960907,Catherine Lake - Deep Hole,,,,,,,21.055555555555557,,,,,,,deg C
WIDNR_WQX-10053077,45.821254,-91.866036,Yellow River - Upstream Hwy 70 East landing on North side of road,,,,5.60,,,,,,,mg/L,,,
WIDNR_WQX-10053213,44.123268,-87.618675,Forget-Me-Not Creek at Mouth,,12,,,,,11.1,,mg/L,,,,,deg C
WIDNR_WQX-10053267,43.268183,-88.181262,Unnamed (WBIC 23600) at Shadow Lane,,,,,,,1.67,,,,,,,deg C
WIDNR_WQX-10053333,46.120171,-92.049654,No Mans Lake - Deepest Spot,,,,,,,,,,,,,,
WIDNR_WQX-10053702,45.889208,-88.623596,Reisner Lake - Deep Hole,,2.5,,,,,16.77777777777778,,mg/L,,,,,deg C
WIDNR_WQX-10053703,43.557209,-88.057852,Mink Creek 500 Yards Upstream North Branch Milwaukee River,,,,,,,-2,,,,,,,deg C
WIDNR_WQX-10053715,43.240605,-88.092777,Menomonee River at Pleasant Prairie,,13.7,,,,7.91,22.7,,mg/L,,,,,deg C
WIDNR_WQX-10053717,43.554373,-88.260016,Unnamed (40600) at Eisenbahn State Trail,,9.12,,,,3.48,0.55,,mg/L,,,,,deg C
WIDNR_WQX-10053855,43.977655,-89.703241,Unnamed Tributary to Fordham Creek - 6th Court,,11.78,,,,,2.4,,mg/L,,,,,deg C
WIDNR_WQX-10053860,45.776388,-89.073071,Whitefish Lake - South End Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10053871,43.407928,-88.662932,Unnamed Trib (5031431) to Sinissippi Lk at CTH S,,14.5,,,,,23,,mg/L,,,,,deg C
WIDNR_WQX-10054082,44.620568,-89.239467,Culvert on Lake Helen,,,,,1.21,,,,,,,mg/L,,
WIDNR_WQX-10054131,45.810708,-89.107956,Laurel Lake - East Basin Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10054614,44.287868,-89.506176,Tenmile Creek at 3rd Ave,,,,,,,5.383333333333332,,,,,,,deg C
WIDNR_WQX-10054664,43.811601,-88.914506,White Creek Spring (Powell Spring),,9.95,,ND,,7.33,21,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10054699,45.139843,-89.217979,Oldens Creek,,,,,,,15.738888888888887,,,,,,,deg C
WIDNR_WQX-10054847,43.976667,-89.405333,Wedde Creek US 11th Drive,,12,,,,,26,,mg/L,,,,,deg C
WIDNR_WQX-10054849,44.834978,-87.343298,"Unnamed (Big Creek, WBIC 100100) at Michigan Street",,10,,,,0,10.6,,mg/L,,,,,deg C
WIDNR_WQX-10054863,46.88067,-91.0615,Lake Superior- Miwakuie Bay (Station 10054863),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10054912,42.994192,-88.45865,Hunters Lake - Lower Basin Deep Hole,,,,,,,26.5,,,,,,,deg C
WIDNR_WQX-10054914,45.48438,-92.10035,Crystal Lake - Deepest Spot,,,,,,,,,,,,,,
WIDNR_WQX-10054917,42.917208,-90.160689,Unnamed (931000) to Mineral Pt Branch US East Survey Rd,,11.5,,,,,16,,mg/L,,,,,deg C
WIDNR_WQX-10054924,44.340744,-91.926462,Beef3,,21.81,,16.6,,9.52,20.72,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10054927,44.35954,-91.941704,Beef10,,19.56,,10.0,,9.65,20.88,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10055043,44.92748,-91.30403,Ray's Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055044,44.96448,-90.94589,Chapman Park,,,,,,,,,,,,,,
WIDNR_WQX-10055045,45.08646,-90.95508,Otter Lake Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055046,45.26947,-91.11286,White Birch Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055047,45.25374,-91.41403,Morris Erickson Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055048,45.11546,-91.34275,Cornell Lake Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055049,45.10477,-91.49526,Bloomer Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055050,45.01785,-91.32582,Mallard Resort Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055052,45.25902,-91.44383,Round Lake Beach,,,,,,,,,,,,,,
WIDNR_WQX-10055114,43.480811,-90.365603,Pine River - Off Shellington Dr.,,11,,,,,7,,mg/L,,,,,deg C
WIDNR_WQX-10055117,43.656989,-88.324797,Milwaukee River at Eisenbahn Trail US Confluence with Unnamed (WBIC 44200),,9.51,,,,8.05,21.67,,mg/L,,,,,deg C
WIDNR_WQX-10055139,46.293947,-91.529845,Middle Eau Claire Lake (Dam) - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055140,46.292536,-91.533805,Middle Eau Claire Lake (RR) - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055143,46.304539,-91.49925,Upper Eau Claire Lake (Dam) - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055144,46.315679,-91.482326,Upper Eau Claire Lake (Lake Rd) - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055145,46.16315,-91.160762,Birch Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055146,46.340112,-91.594614,Beauregard Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055147,46.35891,-91.463834,Kelly Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055148,46.327525,-91.514281,Pickerel Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055149,46.369856,-91.529004,Sand Bar Lake - Staff Gagw,,,,,,,,,,,,,,
WIDNR_WQX-10055152,46.365674,-91.523419,Tomahawk Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10055225,44.0108,-89.40153,Mecan River - Off Hwy JJ and 11th Ave,,13,,,,,27,,mg/L,,,,,deg C
WIDNR_WQX-10055339,45.39848,-92.49814,Deer Creek - Mirror Waters Roadcrossing,,10.4,,,,,30,,mg/L,,,,,deg C
WIDNR_WQX-10055418,45.166803,-91.685892,Sand Creek at Bridge St(CTH V),,,,,,,,,,,,,,
WIDNR_WQX-10055632,45.41042,-92.50648,North Pond Outlet at 140th,,,,8.00,,,,,,,mg/L,,,
WIDNR_WQX-10055666,46.0876,-89.3075,Tamarack Creek ~550 M DS Tamarack Road,,9.8,,,,,21.6,,mg/L,,,,,deg C
WIDNR_WQX-10055707,43.278744,-90.039856,Unnamed (WBIC 1257300) at CTH B,,8.8,,,,8.1,16.4,,mg/L,,,,,deg C
WIDNR_WQX-10055709,42.614258,-88.625502,Swan Creek at Borg Rd,,14.5,,,,,20,,mg/L,,,,,deg C
WIDNR_WQX-10055765,43.528062,-88.231351,Wildlife Dr. - Near Wildlife Drive Neighborhood Park,,,,,,,2.3,,,,,,,deg C
WIDNR_WQX-10055767,43.424955,-88.182285,Milwaukee River - Between Washington and Main St.,,,,,,,2.1,,,,,,,deg C
WIDNR_WQX-10055768,43.316211,-88.150372,Cedar Creek - Near Hickory Ln,,10,,,,,1.67,,mg/L,,,,,deg C
WIDNR_WQX-10055769,43.323507,-87.955161,9th and North Street,,,,,,,3,,,,,,,deg C
WIDNR_WQX-10055770,43.335993,-87.955161,9th Ave and Mole Dr.,,,,,,,4.7,,,,,,,deg C
WIDNR_WQX-10055771,43.296391,-87.983374,Cedar Creek - By Cedar Creek Park,,,,,,,2.8,,,,,,,deg C
WIDNR_WQX-10055901,43.600031,-88.914934,Drew Creek - Delbern Acres Rd,,4,,,,,22,,mg/L,,,,,deg C
WIDNR_WQX-10055994,46.191151,-89.804173,Papoose Lake - North End,,,,,,,22.555555555555554,,,,,,,deg C
WIDNR_WQX-10056043,45.42442,-92.47146,Bass Creek at 150th Ave,,11.29,,2.20,,8.08,,,mg/L,,mg/L,,,
WIDNR_WQX-10056091,42.637256,-88.65,Turtle Creek Below Lake Comus Dam,,13.90,,,,,19.6,,mg/L,,,,,deg C
WIDNR_WQX-10056108,45.40929,-92.51438,Unnamed inflow near Deer Lake - W2,,,,60.6,,,,,,,mg/L,,,
WIDNR_WQX-10056110,43.200445,-88.712692,Un Trib at Labaree St (Riverside Park),,8,,,,,23,,mg/L,,,,,deg C
WIDNR_WQX-10056135,43.64529,-88.0007,Unnamed Trib (33000) to N Branch Milwaukee River - CTY NN and CTY F,,10.99,,,,8.08,16.1,,mg/L,,,,,deg C
WIDNR_WQX-10056136,43.526455,-88.099205,Milwaukee River - County Hwy DD and County Hwy X,,8.5,,,,,20,,mg/L,,,,,deg C
WIDNR_WQX-10056205,45.308514,-89.703197,Tug Lake Inlet,,,,,,,11.1,,,,,,,deg C
WIDNR_WQX-10056219,45.302156,-87.815152,Mary Lake Deep Hole,,,,,,,27.8,,,,,,,deg C
WIDNR_WQX-10056251,46.2697,-91.12717,East Wetland Inlet to Lake Ree,,,,,,,,,,,,,,
WIDNR_WQX-10056287,43.08179,-89.976414,Mill Creek at CTH H,,,,,,,,,,,,,,
WIDNR_WQX-10056288,43.110902,-88.516381,Oconomowoc River at West 2nd St,,11.5,,4.20,,,13.8,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10056290,43.096548,-90.24866,Otter Creek DS Confluence with Spring Valley Creek,,,,37.6,,,,,,,mg/L,,,
WIDNR_WQX-10056291,43.292963,-90.421565,Ash Creek US Confluence with Unnamed Trib (WBIC 5033045),,17,,,,,24.5,,mg/L,,,,,deg C
WIDNR_WQX-10056292,42.982383,-89.253608,Door Creek - Mouth at Lake Kegonsa,,4.5,,89.2,,,11.5,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10056303,43.663238,-88.010901,N Br Milwaukee River at North Ave,,11.8,,,,8.31,25,,mg/L,,,,,deg C
WIDNR_WQX-10056307,45.674958,-89.519539,Mildred Lake Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10056308,44.95272,-91.23876,Drywood Creek - Cadott School Forest Bridge,,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10056313,45.67891,-89.552465,Clear Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10056327,45.3558,-88.91261,Big Twin Lake - Staff Gage - 2022,,,,,,,,,,,,,,
WIDNR_WQX-10056329,43.051334,-90.455093,Big Rock Branch US Unnamed Trib (WBIC 5035933),,12,,,,,25.5,,mg/L,,,,,deg C
WIDNR_WQX-10056431,44.062006,-89.355982,Lunch Creek - Yoder Property,,10.44,,,,7.89,17.8,,mg/L,,,,,deg C
WIDNR_WQX-10056435,44.756861,-88.840525,UNT to North Branch Embarrass River at Glacier Trail,,,,,,,,,,,,,,
WIDNR_WQX-10056438,44.814964,-88.914931,Pony Creek @ Pond Ln,,,,,,,,,,,,,,
WIDNR_WQX-10056739,45.49052,-92.31217,Little Blake Lake - Deep Hole,,6.43,,,,8.23,22.3,,mg/L,,,,,deg C
WIDNR_WQX-10056740,45.56791,-92.57526,Sandhill Lake - Deep Hole,,.56,,,,8.93,22.8,,mg/L,,,,,deg C
WIDNR_WQX-10056741,45.43077,-92.48679,Little Bass Lake - Deep Hole,,9.62,,,,6.8,21.6,,mg/L,,,,,deg C
WIDNR_WQX-10056815,43.98894,-88.64333,Sawyer Creek DS James Rd Detention Basin Outlet,,10.4,,13.8,,8.1,13.5,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10056816,43.9885,-88.64348,City of Oshkosh James Rd Detention Basin Outlet,,4.4,,13.6,,7.3,15.4,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10056817,43.98888,-88.64383,Sawyer Creek US James Rd Detention Basin Outlet,,10.8,,4.60,,7.9,13.5,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10056851,45.639066,-91.843892,Bear Lake - West Basin Deepest Spot,,11.63,,,,,17.61111111111111,,mg/L,,,,,deg C
WIDNR_WQX-10056852,45.625424,-91.797755,Bear Lake - East Basin Deepest Spot,,11.23,,,,,6.555555555555554,,mg/L,,,,,deg C
WIDNR_WQX-10056853,45.617703,-91.812327,Bear Lake - Dubsky Bay,,11.68,,,,,16.444444444444443,,mg/L,,,,,deg C
WIDNR_WQX-10056854,45.442167,-92.32795,Arduser Property -- Private Access,,11.5,,,,,27,,mg/L,,,,,deg C
WIDNR_WQX-10056904,43.02978,-88.04314,New Zoo Pond - Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10057025,44.270501,-87.796368,Unnamed Tributary downstream of Pleasant Rd,,10.04,,2.00,,7.9,13.9,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057069,42.656372,-90.083071,Ames Branch at Rollercoaster Rd (Station 10057069),,10.35,,18.8,,7.83,13.8,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057102,43.129111,-90.216607,Otter Creek at STH 130,,,,68.8,,,,,,,mg/L,,,
WIDNR_WQX-10057116,45.149782,-89.137876,Spring Brooke @ Park off of Byrnes St,,,,,,,13.577777777777776,,,,,,,deg C
WIDNR_WQX-10057118,45.129916,-89.162006,Spring Brooke @ Gowan Rd,,,,,,,19.222222222222218,,,,,,,deg C
WIDNR_WQX-10057119,43.963679,-89.529566,Tagatz Creek at 4th Road,,,,,,,0.5222222222222209,,,,,,,deg C
WIDNR_WQX-10057128,44.072648,-91.63533,Spur1,,15.63,,6.00,,8.4,18.84,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057129,43.993403,-91.411292,Third1,,18.63,,11.2,,9.17,21.64,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057130,43.987895,-91.410154,Round1,,18.77,,13.0,,9.56,23.43,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057133,43.933322,-91.311379,LO89,,11.48,,4.00,,8.21,23.39,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057134,43.895941,-91.267575,Sail7,,12.78,,6.60,,8.76,23.25,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057166,44.22163,-87.7116,Unnamed Tributary to Francis Creek at Francis Creek Rd,,13.6,,ND,,8.8,9.9,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057238,43.242884,-88.090784,Menomonee River at Lovers Lane,,,,,,,2.8,,,,,,,deg C
WIDNR_WQX-10057240,43.351346,-88.049657,Unnamed (WBIC 22000) at Pleasant Valley,,,,,,,3.3333333333333335,,,,,,,deg C
WIDNR_WQX-10057243,42.638612,-88.559561,Unnamed Trib (5041069) to Delavan Inlet,,10.5,,,,,21,,mg/L,,,,,deg C
WIDNR_WQX-10057408,43.743076,-87.747287,Unnamed Trib (50740) to Sheboygan River WC1,,7.5,,3.60,,,24,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057410,43.745751,-87.753037,Unnamed Trib (50740) to Sheboygan River WC 2,,6,,,,,27,,mg/L,,,,,deg C
WIDNR_WQX-10057411,43.743812,-87.746244,Unnamed Trib (5027467) - Trib 1,,8,,,,,27,,mg/L,,,,,deg C
WIDNR_WQX-10057413,43.747969,-87.748648,Unnamed Trib (5027467) - Trib 2,,7.5,,,,,24,,mg/L,,,,,deg C
WIDNR_WQX-10057414,42.862413,-88.310764,Mukwonago River at Miniwaukan Park,,11.7,,,,,.6,,mg/L,,,,,deg C
WIDNR_WQX-10057415,44.95876,-90.051601,Fenwood Creek at Emerald/Wuertzburg Rd,,,,,,,,,,,,,,
WIDNR_WQX-10057468,44.568609,-87.950251,FA1.3_FY23_GB_01,,10.33,,,,8.11,12.6,,mg/L,,,,,deg C
WIDNR_WQX-10057469,44.800426,-87.661873,FA1.3_FY23_GB_02,,11.13,,,,8.09,7.8,,mg/L,,,,,deg C
WIDNR_WQX-10057471,45.05542,-87.30291,FA1.3_FY23_GB_03,,12.29,,,,8.18,5.7,,mg/L,,,,,deg C
WIDNR_WQX-10057472,45.0456,-87.57982,FA1.3_FY23_GB_05,,12.01,,,,8.06,7.2,,mg/L,,,,,deg C
WIDNR_WQX-10057473,45.07853,-87.05628,FA1.3_FY23_LM_02,,12.84,,,,8.32,6.1,,mg/L,,,,,deg C
WIDNR_WQX-10057474,45.15167,-87.0175,FA1.3_FY23_LM_01,,13.1,,,,8.32,4.4000000000000004,,mg/L,,,,,deg C
WIDNR_WQX-10057475,44.97402,-87.152019,FA1.3_FY23_LM_03,,12.76,,,,8.36,5.8,,mg/L,,,,,deg C
WIDNR_WQX-10057476,44.863207,-87.209816,FA1.3_FY23_LM_04,,12.62,,,,8.36,6,,mg/L,,,,,deg C
WIDNR_WQX-10057477,44.800924,-87.270753,FA1.3_FY23_LM_05,,12.63,,,,8.35,5.9,,mg/L,,,,,deg C
WIDNR_WQX-10057478,44.648753,-87.37297,FA1.3_FY23_LM_06,,12.37,,,,8.32,6.4,,mg/L,,,,,deg C
WIDNR_WQX-10057479,44.564813,-87.439422,FA1.3_FY23_LM_07,,12.44,,,,6.5,6.5,,mg/L,,,,,deg C
WIDNR_WQX-10057480,44.451311,-87.460952,FA1.3_FY23_LM_08,,12.42,,,,8.27,5.8,,mg/L,,,,,deg C
WIDNR_WQX-10057481,44.128586,-87.559573,FA1.3_FY23_LM_09,,11.93,,,,8.32,6.4,,mg/L,,,,,deg C
WIDNR_WQX-10057483,44.041148,-87.636793,FA1.3_FY23_LM_10,,11.93,,,,8.2899999999999991,6.6,,mg/L,,,,,deg C
WIDNR_WQX-10057484,43.928032,-87.697916,FA1.3_FY23_LM_11,,11.88,,,,8.27,6.5,,mg/L,,,,,deg C
WIDNR_WQX-10057485,43.776687,-87.695322,FA1.3_FY23_LM_12,,12.29,,,,8.31,5.8,,mg/L,,,,,deg C
WIDNR_WQX-10057487,43.673644,-87.696835,FA1.3_FY23_LM_13,,12.47,,,,8.23,5.7,,mg/L,,,,,deg C
WIDNR_WQX-10057488,43.460618,-87.795778,FA1.3_FY23_LM_14,,12.35,,,,8.2200000000000006,5.2,,mg/L,,,,,deg C
WIDNR_WQX-10057489,43.306795,-87.875798,FA1.3_FY23_LM_15,,12.55,,,,8.15,5.4,,mg/L,,,,,deg C
WIDNR_WQX-10057490,43.149999,-87.874447,FA1.3_FY23_LM_16,,12.1,,,,8.23,6.1,,mg/L,,,,,deg C
WIDNR_WQX-10057491,43.071601,-87.85309,FA1.3_FY23_LM_17,,12.34,,,,8.1,5.5,,mg/L,,,,,deg C
WIDNR_WQX-10057492,42.971846,-87.829571,FA1.3_FY23_LM_18,,12.22,,,,8.26,7.4,,mg/L,,,,,deg C
WIDNR_WQX-10057493,42.84695,-87.813621,FA1.3_FY23_LM_19,,11.64,,,,8.26,8.5,,mg/L,,,,,deg C
WIDNR_WQX-10057494,42.76666,-87.751173,FA1.3_FY23_LM_20,,11.42,,,,8.27,8.8000000000000007,,mg/L,,,,,deg C
WIDNR_WQX-10057495,42.667987,-87.777936,FA1.3_FY23_LM_21,,11.98,,,,8.2799999999999994,8.5,,mg/L,,,,,deg C
WIDNR_WQX-10057496,42.54282,-87.790101,FA1.3_FY23_LM_22,,12.35,,,,8.25,7.8,,mg/L,,,,,deg C
WIDNR_WQX-10057497,45.167622,-87.202447,FA1.3_FY23_GB_04,,12.74,,,,8.23,5.3,,mg/L,,,,,deg C
WIDNR_WQX-10057498,43.395069,-87.85179,FA1.3_FY23_LM_23,,12.43,,,,8.19,5.6,,mg/L,,,,,deg C
WIDNR_WQX-10057499,44.941503,-87.683329,FA1.3_FY23_GB_06,,11.82,,,,7.97,6.8,,mg/L,,,,,deg C
WIDNR_WQX-10057500,44.968432,-87.579806,FA1.3_FY23_GB_07,,12.01,,,,8.1199999999999992,6.7,,mg/L,,,,,deg C
WIDNR_WQX-10057501,44.863601,-87.758157,FA1.3_FY23_GB_08,,11.01,,,,8.07,7.4,,mg/L,,,,,deg C
WIDNR_WQX-10057502,44.298365,-87.505426,FA1.3_FY23_LM_24,,12.37,,,,8.2899999999999991,5.0999999999999996,,mg/L,,,,,deg C
WIDNR_WQX-10057514,43.81722,-88.91573,Unnamed Trib (WBIC 5027017) to Dakin Creek 88 meters US Confluence (Glen Creek),,11.62,,2.20,,8.03,29.4,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057525,46.455899,-91.744755,Lake Minnesuing - M1,,,,,,,15.5,,,,,,,deg C
WIDNR_WQX-10057526,46.45824,-91.746302,Lake Minnesuing - M2,,,,,,,17.2,,,,,,,deg C
WIDNR_WQX-10057527,46.454426,-91.741731,Lake Minnesuing - M3,,,,,,,17.3,,,,,,,deg C
WIDNR_WQX-10057532,46.53896,-91.36197,Lake Millicent - M4,,,,,,,23.33,,,,,,,deg C
WIDNR_WQX-10057533,46.538,-91.36254,Lake Millicent - M5,,,,,,,23.3,,,,,,,deg C
WIDNR_WQX-10057534,46.53736,-91.36332,Lake Millicent - M6,,,,,,,23.33,,,,,,,deg C
WIDNR_WQX-10057535,46.53722,-91.36245,Lake Millicent - M7,,,,,,,23.33,,,,,,,deg C
WIDNR_WQX-10057542,45.28582,-88.587957,Archibald Lake - A4,,,,,,,21.8,,,,,,,deg C
WIDNR_WQX-10057543,45.28605,-88.588282,Archibald Lake - A5,,,,,,,25.0,,,,,,,deg C
WIDNR_WQX-10057544,45.286338,-88.587816,Archibald Lake - A6,,,,,,,22.7,,,,,,,deg C
WIDNR_WQX-10057545,45.286162,-88.587453,Archibald Lake - A7,,,,,,,21.8,,,,,,,deg C
WIDNR_WQX-10057569,43.11823,-90.06021,Lowery Creek at  N Boundary of Savanna Institute Farm,,,,,,,,,,,,,,
WIDNR_WQX-10057570,44.198439,-91.830785,Whit1,,2.26,,ND,,7.46,24.89,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057571,44.175127,-91.798433,Whit13,,1.31,,ND,,7.21,23.31,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057572,44.153755,-91.756562,Whit19,,3.82,,ND,,7.43,24.73,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057573,44.180199,-91.824665,Whit8,,7.29,,ND,,8.3,25.01,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057574,44.17626,-91.811182,Whit9.5,,5.59,,ND,,7.59,24.97,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057575,44.97182,-89.12794,Elmhurst Creek - 70m upstream of confluence with M.B. Embarrass,,11.9,,2.40,,7.7,12.2,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057593,44.81506,-88.914429,Eddy by Pony Creek,,9.59,,2580,,,21.11,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057594,44.815276,-88.914102,Tilleda off Bridge,,0.0,,17.6,,,21.11,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10057609,43.127601,-88.067676,Menomonee River DS of Mill Rd,,7,,,,,17.8,,mg/L,,,,,deg C
WIDNR_WQX-10057610,43.547097,-88.251967,West Branch Milwaukee River at Eisenbahn State Trail,,16,,,,na,22,,mg/L,,,,,deg C
WIDNR_WQX-10057612,44.836321,-87.342406,Big Creek North of Michigan Street,,12,,,,,25,,mg/L,,,,,deg C
WIDNR_WQX-10057613,42.996829,-88.135957,Poplar Creek at Stigler Nature Preserve,,7,,,,,19,,mg/L,,,,,deg C
WIDNR_WQX-10057616,46.266209,-92.154721,Upper Tamarack @ STH 35,,8.8,,5.60,,7.24,16.9,,mg/L,,mg/L,,,deg C
